0.7	     -90.47279136         0.27883768         7.58756283
0.75	     -90.98730388         0.23518926         6.39982811
0.8	     -91.36859280         0.19796772         5.38697823
0.85	     -91.62945519         0.18481509         5.02907665
0.9	     -91.79870676         0.19034562         5.17957026
0.95	     -91.91584040         0.19362659         5.26885001
1.0	     -91.99470056         0.19468639         5.29768862
1.05	     -92.04574071         0.19333084         5.26080209
1.1	     -92.07676487         0.18953781         5.15758848
1.15	     -92.09358614         0.18348363         4.99284590
1.2	     -92.10046991         0.17554235         4.77675259
1.25	     -92.10055282         0.16613061         4.52064596
1.3	     -92.09577733         0.15582073         4.24009974
1.35	     -92.08659309         0.14792979         4.02537624
1.4	     -92.07128704         0.14677091         3.99384138
1.45	     -92.03803020         0.15985663         4.34992213
1.5	     -92.00584143         0.17279905         4.70210339
1.6	     -91.99432574         0.14663188         3.99005833
1.7	     -91.98679543         0.12064541         3.28293021
1.8	     -91.95706129         0.11893777         3.23646283
1.9	     -91.92804566         0.10599176         2.88418381
2.0	     -91.91397550         0.08493190         2.31111566
2.1	     -91.90556353         0.06531229         1.77723858
2.2	     -91.90028902         0.04694827         1.27752790
2.3	     -91.89678242         0.02996538         0.81539990
2.4	     -91.89217378         0.01657779         0.45110494
2.5	     -91.88608617         0.00713899         0.19426199
2.6	     -91.88394813         0.00629295         0.17124005
2.7	     -91.88355352         0.00519093         0.14125240
2.8	     -91.88384123         0.00359340         0.09778136
2.9	     -91.88332709         0.00306976         0.08353242
3.0	     -91.88149023         0.00340719         0.09271439
3.1	     -91.87775391         0.00528478         0.14380624
3.2	     -91.87226237         0.00901668         0.24535658
3.3	     -91.87004350         0.01027612         0.27962758
3.4	     -91.87886795         0.00334647         0.09106200
3.5	     -91.88853216         0.00294555         0.08015244
3.6	     -91.89447658         0.00329831         0.08975173
3.7	     -91.89725761         0.00423489         0.11523734
3.8	     -91.89856162         0.00492188         0.13393110
3.9	     -91.89924426         0.00537664         0.14630577
4.0	     -91.80799747         0.09358982         2.54670963
4.1	     -91.80681202         0.09501239         2.58541992
4.2	     -91.80569427         0.09628887         2.62015456
4.3	     -91.80463741         0.09744901         2.65172365
4.4	     -91.80363733         0.09851705         2.68078639
4.5	     -91.80268357         0.09951066         2.70782407
4.6	     -91.80177449         0.10044224         2.73317376
4.7	     -91.80090434         0.10132140         2.75709670
4.8	     -91.80007203         0.10215531         2.77978868
4.9	     -91.79927259         0.10295142         2.80145206
5.0	     -91.79850462         0.10371226         2.82215540
5.1	     -91.79776426         0.10444097         2.84198457
5.2	     -91.79705200         0.10514126         2.86104051
5.3	     -91.79636380         0.10581496         2.87937297
5.4	     -91.79570113         0.10646433         2.89704304
5.5	     -91.79506045         0.10708982         2.91406357
5.6	     -91.79443938         0.10769415         2.93050812
5.7	     -91.76051275         0.14160602         3.85329769
5.8	     -91.79325958         0.10884187         2.96173920
5.9	     -91.79269687         0.10938698         2.97657261
6.0	     -91.79215359         0.10991527         2.99094800
6.1	     -91.79162480         0.11042654         3.00486035
6.2	     -91.79111358         0.11092169         3.01833419
6.3	     -91.79061562         0.11140214         3.03140787
6.4	     -91.79013353         0.11186868         3.04410314
6.5	     -91.78966601         0.11232065         3.05640172
6.6	     -91.78921085         0.11275896         3.06832888
6.7	     -91.78876867         0.11318517         3.07992647
6.8	     -91.78833934         0.11359926         3.09119456
6.9	     -91.78792288         0.11400111         3.10212933
7.0	     -91.71774776         0.16229042         4.41614910
7.1	     -91.71734159         0.16264001         4.42566194
7.2	     -91.71694179         0.16298103         4.43494145
7.3	     -91.71656034         0.16330882         4.44386115
7.4	     -91.71618834         0.16362927         4.45258085
7.5	     -91.71582998         0.16393896         4.46100804
7.6	     -91.71547288         0.16424479         4.46933012
7.7	     -91.71512614         0.16454326         4.47745181
7.8	     -91.71479634         0.16482838         4.48521032
7.9	     -91.71446636         0.16510942         4.49285780
8.0	     -91.71414023         0.16538838         4.50044867
