0.6	  -75.1980647236703 
0.65	  -75.3275425760083 
0.7	  -75.4162730797845 
0.75	  -75.4760516929999 
0.8	  -75.5151444645550 
0.85	  -75.5393945899061 
0.9	  -75.5529900818209 
0.95	  -75.5589447241124 
1.0	  -75.5594606988941 
1.05	  -75.5561459855543 
1.1	  -75.5501879814059 
1.15	  -75.5424660569885 
1.2	  -75.5336341206766 
1.25	  -75.5241818409968 
1.3	  -75.5144730412023 
1.35	  -75.5047875907853 
1.4	  -75.4953314887810 
1.45	  -75.4862593779639 
1.5	  -75.4776769021790 
1.6	  -75.4622589621028 
1.7	  -75.4493743311548 
1.8	  -75.4390128716563 
1.9	  -75.4309632253559 
2.0	  -75.4249067391608 
2.1	  -75.4204686950379 
2.2	  -75.4172854969800 
2.3	  -75.4150274286455 
2.4	  -75.4134381678117 
2.5	  -75.4123163655083 
2.6	  -75.4115187643682 
2.7	  -75.4109491333798 
2.8	  -75.4105349288634 
2.9	  -75.4102350802822 
3.0	  -75.4100152223225 
3.1	  -75.4098548065850 
3.2	  -75.4097376474399 
3.3	  -75.4096524703979 
3.4	  -75.4095917398416 
3.5	  -75.4095476860163 
3.6	  -75.4095147140193 
3.7	  -75.4094897017774 
3.8	  -75.4094691371426 
3.9	  -75.4094535589401 
4.0	  -75.4094410871813 
4.1	  -75.4094313064094 
4.2	  -75.4094235752307 
4.3	  -75.4094183562931 
4.4	  -75.4094139521945 
4.5	  -75.4094108315088 
5.0	  -75.4094042784267 
5.5	  -75.4094033987848 
6.0	  -75.4094017991993 
6.5	  -75.4094013069101 
7.0	  -75.4094019369900 
7.5	  -75.4094010467285 
8.0	  -75.4094007974650 
