1.0       -3.01123994752720
1.1       -3.30985717993955
1.2       -3.51996163481106
1.3       -3.66645078825196
1.4       -3.76658065677196
1.5       -3.83260756465161
1.6       -3.87336331213839
1.7       -3.89534233923462
1.75      -3.90086118104858
1.8       -3.90341495496723
1.85      -3.90341145142804
1.9       -3.90122540170895
1.95      -3.89717973575949
2.0       -3.89154630653780
2.05      -3.88457809418464
2.1       -3.87648175375177
2.15      -3.86745019006192
2.2       -3.85763979019911
2.25      -3.84719831042700
2.3       -3.83624557895952
2.4       -3.81325485816799
2.5       -3.78939859118439
2.6       -3.76524569678076
2.7       -3.69525219356934
2.8       -3.71768120402738
2.9       -3.69487803627407
3.0       -3.67299275982614
3.1       -3.65217431697586
3.2       -3.63250331107439
3.3       -3.61403272665012
3.4       -3.59678229618881
3.5       -3.58074226095064
3.6       -3.56588525921903
3.7       -3.55216239155063
3.8       -3.53960111292846
3.9       -3.52801114919029
4.0       -3.51738602313501
4.1       -3.50769690546303
4.2       -3.49886539029307
4.3       -3.49084605273879
4.4       -3.48398625065029
4.5       -3.47758704778756
4.6       -3.47188559858327
4.7       -3.46684640984452
4.8       -3.46242798502472
4.9       -3.45861544634938
5.0       -3.45537940323694
5.1       -3.45269313781235
5.2       -3.45043352814965
5.3       -3.44846245367728
5.4       -3.44672806083426
5.5       -3.44525237510727
5.6       -3.44408101403534
5.7       -3.44325621926406
5.8       -3.44279605861846
5.9       -3.44270086750998
6.0       -3.44138017200954
6.1       -3.44203667986497
6.2       -3.44299492836921
6.3       -3.44421817433236
6.4       -3.44564533389077
6.5       -3.44720280927190
6.6       -3.44880907906574
6.7       -3.45037668666144
6.8       -3.45178714760796
6.9       -3.39607856287719
7.0       -3.37502381118267
7.5       -3.39627645333772
8.0       -3.39455453890931
8.5       -3.41623673311160
9.0       -3.41587213127319
9.5       -3.41559088496141
10.0      -3.46583494106009
