0.7       -107.845838571822
0.75      -108.322410159271
0.8       -108.660690807333
0.85      -108.896997033461
0.9       -109.058001347861
0.95      -109.163481738972
1.0       -109.228250147172
1.05      -109.263423868186
1.1       -109.277364106420
1.15      -109.276378560072
1.2       -109.265133290438
1.3       -109.224997628638
1.4       -109.175336686666
1.5       -109.125879544290
1.6       -109.081617135532
1.7       -109.044523281123
1.8       -109.014984093201
1.9       -108.992751009231
2.0       -108.976370466909
2.1       -108.964690060027
2.2       -108.956246097307
2.3       -108.950308530619
2.4       -108.945708710170
2.5       -108.942500862463
2.6       -108.939812879055
2.7       -108.937662477988
2.8       -108.935842554633
2.9       -108.934323447444
3.0       -108.933170335488
3.1       -108.932220774965
3.2       -108.931185202528
3.3       -108.930611004386
3.4       -108.929796806203
3.5       -108.929165876750
3.6       -108.928722912958
3.7       -108.928228054744
3.8       -108.927761003197
3.9       -108.927377785505
4.0       -108.926999136055
