0.7         -106.94896215         0.70925347        19.29977751
0.75        -107.32533861         0.80159541        21.81253056
0.85        -108.02596520         0.66076276        17.98027746
0.9         -108.27272338         0.56799608        15.45596669
0.95        -108.39380681         0.54557912        14.84596994
1.0         -108.52017100         0.47731331        12.98836190
1.05        -108.57314448         0.45293381        12.32496157
1.1         -108.61942754         0.41401041        11.26580137
1.15        -108.66878639         0.35694581         9.71299398
1.2         -108.65880920         0.34879687         9.49124991
1.3         -108.65494309         0.29874458         8.12925736
1.4         -108.65457993         0.23693665         6.44737704
1.5         -108.59097148         0.23935061         6.51306446
1.6         -108.54917054         0.22462505         6.11236136
1.7         -108.50654482         0.21672170         5.89730025
1.8         -108.47210326         0.20638488         5.61602085
1.9         -108.45930280         0.17944170         4.88285936
2.0         -108.44486351         0.15847584         4.31234890
2.1         -108.42968150         0.14203057         3.86485021
2.2         -108.41434965         0.12907720         3.51237082
2.3         -108.39922105         0.11882995         3.23352903
2.4         -108.38456911         0.11045367         3.00559873
2.5         -108.37063381         0.10373060         2.82265445
2.6         -108.35753442         0.09828540         2.67448294
2.7         -108.34522236         0.09391694         2.55561110
2.8         -108.33371450         0.09040705         2.46010203
2.9         -108.32302956         0.08757256         2.38297157
3.0         -108.31315997         0.08526342         2.32013673
3.1         -108.30410190         0.08334852         2.26802964
3.2         -108.29584729         0.08171716         2.22363800
3.3         -108.28837651         0.08028170         2.18457726
3.4         -108.28167253         0.07896623         2.14878152
3.5         -108.27569418         0.07772634         2.11504236
3.6         -108.27039999         0.07653082         2.08251038
3.7         -108.26573820         0.07536561         2.05080347
3.8         -108.26164648         0.07422782         2.01984269
3.9         -108.25805808         0.07312777         1.98990871
4.0         -108.25490376         0.07207433         1.96124331
