0.7         -106.94896215         0.70925347        19.29977751
0.75        -107.18721620         0.93971783        25.57103449
0.85        -107.79875312         0.88797483        24.16303531
0.9         -108.27272338         0.56799608        15.45596669
0.95        -108.12502512         0.81436081        22.15989510
1.0         -108.50084421         0.49664010        13.51427086
1.05        -108.55270435         0.47337394        12.88116595
1.1         -108.58727370         0.44616425        12.14075230
1.15        -108.64631126         0.37942094        10.32457369
1.2         -108.37004153         0.63756454        17.34902145
1.3         -108.42929620         0.52439148        14.26942442
1.4         -108.62841436         0.26310221         7.15937857
1.5         -108.48354461         0.34677749         9.43629974
1.6         -108.48677173         0.28702385         7.81031994
1.7         -108.48192373         0.24134279         6.56727435
1.8         -108.47105220         0.20743594         5.64462152
1.9         -108.45845891         0.18028559         4.90582277
2.0         -108.44419705         0.15914230         4.33048425
2.1         -108.42917328         0.14253879         3.87867959
2.2         -108.41398870         0.12943815         3.52219282
2.3         -108.39899434         0.11905666         3.23969805
2.4         -108.38447392         0.11054886         3.00818884
2.5         -108.37058052         0.10378389         2.82410456
2.6         -108.35731818         0.09850163         2.68036692
2.7         -108.34482330         0.09431600         2.56647009
2.8         -108.33310496         0.09101659         2.47668844
2.9         -108.32217329         0.08842883         2.40627202
3.0         -108.31201125         0.08641214         2.35139490
3.1         -108.30260604         0.08484438         2.30873410
3.2         -108.29394188         0.08362257         2.27548680
3.3         -108.28599454         0.08266368         2.24939407
3.4         -108.27874767         0.08189109         2.22837103
3.5         -108.27216663         0.08125389         2.21103189
3.6         -108.26622335         0.08070745         2.19616254
3.7         -108.26088420         0.08021961         2.18288765
3.8         -108.25610760         0.07976670         2.17056344
3.9         -108.25184778         0.07933807         2.15889970
4.0         -108.24805543         0.07892266         2.14759590
