1.7       -77.1447269294674
1.8       -77.3141244087712
1.9       -77.4379602327209
2.0       -77.5268382659459
2.1       -77.5889395532169
2.2       -77.6302912187367
2.3       -77.6561506377465
2.35      -77.6648213261866
2.4       -77.6705111313270
2.45      -77.6741745361621
2.5       -77.6757213582827
2.55      -77.6757026596375
2.6       -77.6742668885960
2.65      -77.6716547714708
2.7       -77.6679340046683
2.8       -77.6577891561509
2.9       -77.6455754246792
3.0       -77.6317031597245
3.2       -77.6015379548280
3.4       -77.5712490470689
3.6       -77.5420910360489
3.8       -77.5152201117467
4.0       -77.4899577035206
4.2       -77.4649971064975
4.4       -77.4434550059704
4.6       -77.4263808970384
4.8       -77.4139647147202
5.0       -77.4096693885546
5.2       -77.4087772269259
5.4       -77.4087050425946
5.6       -77.4088107724258
5.8       -77.4090503160862
6.0       -77.4090197976513
6.2       -77.4097345748921
6.4       -77.4099581614416
6.6       -77.4106738233360
6.8       -77.4110719774335
7.0       -77.4110942221981
7.2       -77.4113375735097
7.4       -77.4114224134381
7.6       -77.4115030510973
7.8       -77.4114940000343
8.0       -77.4116043118789
9.0       -77.4115877575246
10.0      -77.4120291341453
11.0      -77.4129908116590
12.0      -77.4129913417231
