1.0           -3.44264191
1.1           -3.80394822
1.2           -4.05321075
1.3           -4.22379281
1.4           -4.33809435
1.5           -4.41165353
1.6           -4.45544910
1.7           -4.47722664
1.75          -4.48181406
1.8           -4.48292621
1.85          -4.48109504
1.9           -4.47708231
1.95          -4.47065633
2.0           -4.46242175
2.05          -4.45265761
2.1           -4.44160247
2.15          -4.42947635
2.2           -4.41646807
2.25          -4.40272791
2.3           -4.38840002
2.4           -4.35845694
2.5           -4.32739405
2.6           -4.29597604
2.7           -4.26461423
2.8           -4.23363769
2.9           -4.20336457
3.0           -4.17400938
3.1           -4.14572503
3.2           -4.11861535
3.3           -4.09274385
3.4           -4.06815391
3.5           -4.04482786
3.6           -4.02276101
3.7           -4.00192010
3.8           -3.98224706
3.9           -3.96368930
4.0           -3.94619204
4.1           -3.92969140
4.2           -3.91412802
4.3           -3.89944756
4.4           -3.88558526
4.5           -3.87248716
4.6           -3.86010896
4.7           -3.84840289
4.8           -3.83732837
4.9           -3.82683968
5.0           -3.81690508
5.1           -3.80749045
5.2           -3.79856329
5.3           -3.79009741
5.4           -3.78206414
5.5           -3.77443927
5.6           -3.76719986
5.7           -3.76032477
5.8           -3.75379422
5.9           -3.74759022
6.0           -3.74169432
6.1           -3.73609119
6.2           -3.73076556
6.3           -3.72570304
6.4           -3.72089049
6.5           -3.71631549
6.6           -3.71196536
6.7           -3.70782934
6.8           -3.70389650
6.9           -3.70015661
7.0           -3.69660005
7.5           -3.68125736
8.0           -3.66927499
8.5           -3.65985482
9.0           -3.65237340
9.5           -3.64635057
10.0          -3.64142188
