1.0           -3.37415231
1.1           -3.73792855
1.2           -3.98893873
1.3           -4.16112966
1.4           -4.27703101
1.5           -4.35228620
1.6           -4.39786622
1.7           -4.42164841
1.75          -4.42724921
1.8           -4.42946437
1.85          -4.42879291
1.9           -4.42566891
1.95          -4.42046955
2.0           -4.41351940
2.05          -4.40510393
2.1           -4.39546849
2.15          -4.38483018
2.2           -4.37337641
2.25          -4.36127290
2.3           -4.34866515
2.4           -4.32243032
2.5           -4.29552278
2.6           -4.26860453
2.7           -4.24219373
2.8           -4.21669355
2.9           -4.19241260
3.0           -4.16958075
3.1           -4.14835908
3.2           -4.12884922
3.3           -4.11109850
3.4           -4.09510850
3.5           -4.08084119
3.6           -4.06822459
3.7           -4.05716238
3.8           -4.04753961
3.9           -4.03922875
4.0           -4.03209782
4.1           -4.02601439
4.2           -4.02085070
4.3           -4.01648604
4.4           -4.01280983
4.5           -4.00972279
4.6           -4.00713633
4.7           -4.00497360
4.8           -4.00316808
4.9           -4.00166270
5.0           -4.00040903
5.1           -3.99936605
5.2           -3.99849929
5.3           -3.99777946
5.4           -3.99718185
5.5           -3.99668702
5.6           -3.99627602
5.7           -3.99593650
5.8           -3.99565576
5.9           -3.99542282
6.0           -3.99523067
6.1           -3.99507053
6.2           -3.99493884
6.3           -3.99483011
6.4           -3.99473878
6.5           -3.99466387
6.6           -3.99460047
6.7           -3.99454911
6.8           -3.99450527
6.9           -3.99446810
7.0           -3.99443773
7.5           -3.99433981
8.0           -3.99429128
8.5           -3.99426383
9.0           -3.99424743
9.5           -3.99423789
10.0          -3.99423250
