0.5	     -99.37040651
0.55	     -99.62295821
0.6	     -99.79226419
0.65	     -99.90555322
0.7	     -99.98029798
0.75	    -100.02824388
0.8	    -100.05651540
0.85	    -100.06942930
0.9	    -100.07170602
0.95	    -100.06768751
1.0	    -100.05981636
1.05	    -100.04876230
1.1	    -100.03640840
1.15	    -100.02376160
1.2	    -100.01097005
1.25	     -99.99837918
1.3	     -99.98625125
1.35	     -99.97474374
1.4	     -99.96430731
1.45	     -99.95424815
1.5	     -99.94511349
1.6	     -99.92931584
1.7	     -99.91666362
1.8	     -99.90693283
1.9	     -99.89980994
2.0	     -99.89481892
2.1	     -99.89135940
2.2	     -99.88883774
2.3	     -99.88683333
2.4	     -99.88514036
2.5	     -99.88369756
2.6	     -99.88247208
2.7	     -99.88144041
2.8	     -99.88056978
2.9	     -99.87982962
3.0	     -99.87919496
3.5	     -99.87708653
4.0	     -99.87606882
4.5	     -99.87571651
5.0	     -99.87570847
5.5	     -99.87582233
6.0	     -99.87594983
6.5	     -99.87606287
7.0	     -99.87615850
7.5	     -99.87623555
8.0	     -99.87630190
8.5	     -99.87635721
9.0	     -99.87640520
9.5	     -99.87644814
10.0	     -99.87648487
10.5	     -99.87651474
11.0	     -99.87654455
11.5	     -99.87657115
12.0	     -99.87659412
