0.7	     -90.52810847         0.28039211         7.62986079
0.75	     -91.04217412         0.23878011         6.49754034
0.8	     -91.42267953         0.20434413         5.56048910
0.85	     -91.70160569         0.17569442         4.78089042
0.9	     -91.90334003         0.15182817         4.13145644
0.95	     -92.04711331         0.13133707         3.57386506
1.0	     -92.14738328         0.11341089         3.08606879
1.05	     -92.21485953         0.09772640         2.65927179
1.1	     -92.25761629         0.08406443         2.28751043
1.15	     -92.28182525         0.07220490         1.96479622
1.2	     -92.29226059         0.06190919         1.68463561
1.25	     -92.29271553         0.05306813         1.44405789
1.3	     -92.28578539         0.04616191         1.25613011
1.35	     -92.27318155         0.04150230         1.12933567
1.4	     -92.25630528         0.04017160         1.09312542
1.45	     -92.23858344         0.03949698         1.07476797
1.5	     -92.22101603         0.03476673         0.94605128
1.6	     -92.18413599         0.02682102         0.72983731
1.7	     -92.14689538         0.02211115         0.60167529
1.8	     -92.10712514         0.02340413         0.63685905
1.9	     -92.06568936         0.02687468         0.73129762
2.0	     -92.03492355         0.02385492         0.64912558
2.1	     -92.01010968         0.01952381         0.53127027
2.2	     -91.98946883         0.01482596         0.40343506
2.3	     -91.97207142         0.01006346         0.27384087
2.4	     -91.95724363         0.00541653         0.14739127
2.5	     -91.94481228         0.00070252         0.01911645
2.6	     -91.93039699         0.00416643         0.11337451
2.7	     -91.91860660         0.00741340         0.20172903
2.8	     -91.91692411         0.00184146         0.05010859
2.9	     -91.91243301         0.00303019         0.08245571
3.0	     -91.90803914         0.00609657         0.16589607
3.1	     -91.90672014         0.00613833         0.16703266
3.2	     -91.90557959         0.00602657         0.16399151
3.3	     -91.90466357         0.00610957         0.16625006
3.4	     -91.90406104         0.00682090         0.18560619
3.5	     -91.90358253         0.00751867         0.20459352
3.6	     -91.90311042         0.00789489         0.21483104
3.7	     -91.90265926         0.00809090         0.22016475
3.8	     -91.90224249         0.00820655         0.22331169
3.9	     -91.90186328         0.00828365         0.22540960
4.0	     -91.90151627         0.00834116         0.22697465
4.1	     -91.90120092         0.00838693         0.22822020
4.2	     -91.90091314         0.00842571         0.22927540
4.3	     -91.90064811         0.00846011         0.23021142
4.4	     -91.90040469         0.00849178         0.23107329
4.5	     -91.90017880         0.00852075         0.23186155
4.6	     -91.89996856         0.00854860         0.23261935
4.7	     -91.89977235         0.00857463         0.23332765
4.8	     -91.89958909         0.00859966         0.23400883
4.9	     -91.89941616         0.00862386         0.23466739
5.0	     -91.89925529         0.00864684         0.23529250
5.1	     -91.89910054         0.00866895         0.23589415
5.2	     -91.89895424         0.00869053         0.23648136
5.3	     -91.89881369         0.00871129         0.23704635
5.4	     -91.89868107         0.00873127         0.23759016
5.5	     -91.89855306         0.00875039         0.23811045
5.6	     -91.89842899         0.00876886         0.23861292
5.7	     -91.89831272         0.00878652         0.23909337
5.8	     -91.89819857         0.00880365         0.23955974
5.9	     -91.89808915         0.00882023         0.24001088
6.0	     -91.89798547         0.00883604         0.24044095
6.1	     -91.89788147         0.00885121         0.24085387
6.2	     -91.89778383         0.00886609         0.24125875
6.3	     -91.89768712         0.00888004         0.24163818
6.4	     -91.89759562         0.00889325         0.24199776
6.5	     -91.89750637         0.00890654         0.24235948
6.6	     -91.89741888         0.00891946         0.24271084
6.7	     -91.89733501         0.00893145         0.24303725
6.8	     -91.89725314         0.00894290         0.24334868
6.9	     -91.89717465         0.00895430         0.24365901
7.0	     -91.89709917         0.00896520         0.24395559
7.1	     -91.89702418         0.00897585         0.24424540
7.2	     -91.89694880         0.00898602         0.24452216
7.3	     -91.89687883         0.00899582         0.24478883
7.4	     -91.89681016         0.00900575         0.24505907
7.5	     -91.89674522         0.00901486         0.24530705
7.6	     -91.89667930         0.00902358         0.24554415
7.7	     -91.89661589         0.00903207         0.24577532
7.8	     -91.89655505         0.00904097         0.24601748
7.9	     -91.89649372         0.00904897         0.24623501
8.0	     -91.89643373         0.00905675         0.24644681
