0.7	  -90.3566609809461 
0.75	  -90.8171201725282 
0.8	  -91.5330894927785 
0.85	  -91.8165176414177 
0.9	  -92.0230402738101 
0.95	  -92.1713841188374 
1.0	  -92.3061303349799 
1.05	  -92.0329132921358 
1.1	  -92.3948039996933 
1.15	  -92.4230591182725 
1.2	  -92.4382497011553 
1.25	  -92.4424567337126 
1.3	  -92.4391614397116 
1.35	  -92.4259613558369 
1.4	  -92.4176787581436 
1.45	  -92.3959372690381 
1.5	  -92.3865844163283 
1.6	  -92.3507706670844 
1.7	  -92.3157493261531 
1.8	  -92.2512508898125 
1.9	  -92.2249225133727 
2.0	  -92.1848182857434 
2.1	  -92.1275748906014 
2.2	  -92.1144874427979 
2.3	  -92.1027927976626 
2.4	  -92.1586020038804 
2.5	  -92.1087956942214 
2.6	  -92.1692792102923 
2.7	  -92.0963844050399 
2.8	  -92.0963465803074 
2.9	  -92.0567879822151 
3.0	  -92.0923830454414 
3.1	  -92.0472450683165 
3.2	  -92.1529734825477 
3.3	  -92.0394870320500 
3.4	  -92.0409002359594 
3.5	  -92.1578514138072 
3.6	  -92.0466365656608 
3.7	  -92.0482079371233 
3.8	  -92.0495034309979 
3.9	  -92.0507504637308 
4.0	  -92.1620555344837 
4.1	  -92.1619658550803 
4.2	  -92.1621827823421 
4.3	  -92.0577821814358 
4.4	  -92.1619794028374 
4.5	  -92.1711696289369 
4.6	  -92.0668005850264 
4.7	  -92.0677633217395 
4.8	  -92.0677468816803 
4.9	  -92.0665456146019 
5.0	  -92.0748202709342 
5.1	  -92.0509780112115 
5.2	  -92.0178841320670 
5.3	  -92.1130430602137 
5.4	  -92.0967188873109 
5.5	  -92.0890296821191 
5.6	  -92.0840907392805 
5.7	  -92.0798759975561 
5.8	  -92.0765445261227 
5.9	  -92.0738201294097 
6.0	  -92.0716656808164 
6.1	  -92.0695357455153 
6.2	  -92.0678416114672 
6.3	  -92.0663245537200 
6.4	  -92.0653799535548 
6.5	  -92.0642224693605 
6.6	  -92.0631591309555 
6.7	  -92.0616579338262 
6.8	  -92.0607402120775 
6.9	  -92.0599118057253 
7.0	  -92.0591130925155 
7.1	  -92.0584099434752 
7.2	  -92.0583977619669 
7.3	  -92.0571115165865 
7.4	  -92.0565267685967 
7.5	  -92.0559757117647 
7.6	  -92.0554568269379 
7.7	  -92.0549558918612 
7.8	  -92.0552655908040 
7.9	  -92.0550141300324 
8.0	  -92.0536550829664 
