4.8	     -92.06715708         0.01424861         0.38772453
4.9	     -92.06701721         0.01431653         0.38957286
5.0	     -92.06688806         0.01437882         0.39126783
5.1	     -92.06676805         0.01443651         0.39283762
5.2	     -92.06665562         0.01449003         0.39429408
5.3	     -92.06654947         0.01454007         0.39565564
5.4	     -92.06644952         0.01458726         0.39693965
5.5	     -92.06635425         0.01463186         0.39815329
5.6	     -92.06626346         0.01467408         0.39930208
5.7	     -92.06617823         0.01471394         0.40038676
5.8	     -92.06609565         0.01475202         0.40142304
5.9	     -92.06601739         0.01478830         0.40241022
6.0	     -92.06594199         0.01482332         0.40336336
6.1	     -92.06586993         0.01485637         0.40426256
6.2	     -92.06580055         0.01488850         0.40513688
