0.7	  -90.8659326748469 
0.75	  -91.3402611777031 
0.8	  -91.6909030590667 
0.85	  -91.8374199217751 
0.9	  -92.0448278626596 
0.95	  -92.1941901081279 
1.0	  -92.2997763145820 
1.05	  -92.3724003007761 
1.1	  -92.4202806191608 
1.15	  -92.4496749452359 
1.2	  -92.4653030164742 
1.25	  -92.4706574971289 
1.3	  -92.4755240534394 
1.35	  -92.4624048494536 
1.4	  -92.4541780689101 
1.45	  -92.4477410431091 
1.5	  -92.4353071343142 
1.6	  -92.4044096956278 
1.7	  -92.3679419047863 
1.8	  -92.3268522051672 
1.9	  -92.2843921148343 
2.0	  -92.2474251088795 
2.1	  -92.2261870946708 
2.2	  -92.2047367987633 
2.3	  -92.1862721679717 
2.4	  -92.1697654823233 
2.5	  -92.1649592337393 
2.6	  -92.1001599387903 
2.7	  -92.0984039620100 
2.8	  -92.0995186242618 
2.9	  -92.1160612097146 
3.0	  -92.1137165191567 
3.1	  -92.1009139624505 
3.2	  -91.9780457322984 
3.3	  -92.1080684703012 
3.4	  -92.1101572674134 
3.5	  -92.1250503000404 
3.6	  -92.0516511907946 
3.7	  -92.0517500711450 
3.8	  -92.0519478019116 
3.9	  -92.0519440231268 
4.0	  -92.0521004478359 
4.1	  -92.0521474437305 
4.2	  -92.0521062075572 
4.3	  -92.0521743252681 
4.4	  -92.0520927764789 
4.5	  -92.0521273375819 
4.6	  -92.0520158642239 
4.7	  -92.0520219971129 
4.8	  -92.0519623649504 
4.9	  -92.0518905981490 
5.0	  -92.0517676031142 
5.1	  -92.0518097610616 
5.2	  -92.0516833029247 
5.3	  -92.0516711120491 
5.4	  -92.0515474659265 
5.5	  -92.0514795979718 
5.6	  -92.0514142256111 
5.7	  -92.0514038155412 
5.8	  -92.0513381503695 
5.9	  -92.0512274654799 
6.0	  -92.0511702932196 
6.1	  -92.0511620400890 
6.2	  -92.0511068338734 
6.3	  -92.0510035637416 
6.4	  -92.0509513455983 
6.5	  -92.0509025240938 
6.6	  -92.0508528532003 
6.7	  -92.0508548236433 
6.8	  -92.0508066802761 
6.9	  -92.0507617290669 
7.0	  -92.0506707624557 
7.1	  -92.0506747085835 
7.2	  -92.0505879416096 
7.3	  -92.0505898764118 
7.4	  -92.0505501154977 
7.5	  -92.0504693381363 
7.6	  -92.0504329392116 
7.7	  -92.0503964531239 
7.8	  -92.0503610034592 
7.9	  -92.0503274341972 
8.0	  -92.0503350761349 
