1.0           -1.89341222
1.1           -2.02921806
1.2           -2.12129902
1.3           -2.18266037
1.35          -2.20468124
1.4           -2.22207230
1.45          -2.23551876
1.5           -2.24559879
1.55          -2.25280148
1.6           -2.25754596
1.65          -2.26018862
1.7           -2.26103763
1.75          -2.26035610
1.8           -2.25837246
1.85          -2.25528462
1.9           -2.25126363
2.0           -2.24100190
2.1           -2.22856657
2.2           -2.21470029
2.3           -2.19997180
2.4           -2.18481964
2.5           -2.16958418
2.6           -2.15452839
2.7           -2.13985387
2.8           -2.12571515
2.9           -2.11222697
3.0           -2.09947423
3.1           -2.08751426
3.2           -2.07638278
3.3           -2.06609484
3.4           -2.05664881
3.5           -2.04802673
3.6           -2.04019972
3.7           -2.03312961
3.8           -2.02677509
3.9           -2.02108988
4.0           -2.01602614
4.1           -2.01153547
4.2           -2.00756806
4.3           -2.00407634
4.4           -2.00101718
4.5           -1.99835151
4.6           -1.99603903
4.7           -1.99405902
4.8           -1.99238939
4.9           -1.99102439
5.0           -1.98996393
5.1           -1.98920263
5.2           -1.98870818
5.3           -1.98841518
5.4           -1.98825004
5.5           -1.98816187
5.6           -1.98811679
5.7           -1.98809588
5.8           -1.98808958
5.9           -1.98809085
6.0           -1.98809679
6.1           -1.98810662
6.2           -1.98811690
6.3           -1.98812934
6.4           -1.98814314
6.5           -1.98815694
6.6           -1.98817160
6.7           -1.98818842
6.8           -1.98820444
6.9           -1.98822224
7.0           -1.98824045
7.5           -1.98833508
8.0           -1.98842692
8.5           -1.98850299
9.0           -1.98855645
9.5           -1.98858978
10.0          -1.98860578
