3.0	     -77.33928868         0.13823900         3.76167613
3.2	     -77.31977035         0.12642723         3.44026140
3.4	     -77.29838041         0.11687724         3.18039306
3.6	     -77.27753540         0.10907823         2.96817090
3.8	     -77.25791240         0.10140835         2.75946285
4.0	     -77.23851287         0.08656924         2.35567003
4.2	     -77.22298357         0.07411825         2.01686105
4.4	     -77.22848778         0.05328063         1.44984034
4.6	     -77.23574057         0.03389566         0.92234819
4.8	     -77.24642356         0.01398366         0.38051496
5.0	     -77.24901689         0.01205906         0.32814389
5.2	     -77.24476283         0.02131720         0.58007077
5.4	     -77.24110390         0.02854451         0.77673598
5.6	     -77.23605400         0.03528260         0.96008883
5.8	     -77.23375950         0.03938811         1.07180539
6.0	     -77.23357913         0.04398010         1.19676001
6.2	     -77.23635470         0.04829748         1.31424198
6.4	     -77.23736491         0.05101892         1.38829595
6.6	     -77.23790947         0.05223791         1.42146657
6.8	     -77.23854107         0.05225736         1.42199589
7.0	     -77.23926474         0.05198666         1.41462969
7.2	     -77.23972400         0.05209266         1.41751391
7.4	     -77.24000769         0.05229593         1.42304528
7.6	     -77.24016891         0.05251257         1.42894047
7.8	     -77.24022583         0.05274009         1.43513152
8.0	     -77.24017113         0.05300413         1.44231650
9.0	     -77.23807327         0.05560316         1.51303952
10.0	     -77.23994755         0.05464809         1.48705085
11.0	     -77.24473897         0.05075169         1.38102431
12.0	     -77.24631554         0.04948269         1.34649321
