3.0	     -77.36727017         0.22410279         6.09814978
3.2	     -77.34548331         0.21056230         5.72969439
3.4	     -77.32206291         0.19743984         5.37261385
3.6	     -77.29974384         0.18394532         5.00540907
3.8	     -77.28088459         0.16824390         4.57815137
4.0	     -77.26876653         0.14415024         3.92252946
4.2	     -77.26138867         0.11223679         3.05411976
4.4	     -77.25441730         0.08607798         2.34230206
4.6	     -77.24868037         0.06653843         1.81060367
4.8	     -77.24450991         0.05223635         1.42142416
5.0	     -77.24166056         0.04218525         1.14791958
5.2	     -77.23976296         0.03541073         0.96357546
5.4	     -77.23850390         0.03091820         0.84132745
5.6	     -77.23766381         0.02789507         0.75906385
5.8	     -77.23709910         0.02579170         0.70182804
6.0	     -77.23671843         0.02427146         0.66046030
6.2	     -77.23646219         0.02313486         0.62953176
6.4	     -77.23629126         0.02226085         0.60574885
6.6	     -77.23617910         0.02157432         0.58706739
6.8	     -77.23610690         0.02102654         0.57216140
7.0	     -77.23606138         0.02058327         0.56009957
7.2	     -77.23603246         0.02022232         0.55027745
7.4	     -77.23601446         0.01992475         0.54218022
7.6	     -77.23600246         0.01967898         0.53549250
7.8	     -77.23599421         0.01947429         0.52992256
8.0	     -77.23598766         0.01930288         0.52525835
9.0	     -77.23597549         0.01876465         0.51061240
10.0	     -77.23600134         0.01849187         0.50318968
11.0	     -77.23604422         0.01832971         0.49877699
12.0	     -77.23608265         0.01822601         0.49595508
