3.6	     -77.38303315         0.10713236         2.91522122
3.8	     -77.36337931         0.09380254         2.55249803
4.0	     -77.34460326         0.07864749         2.14010817
4.2	     -77.32621308         0.05857316         1.59385736
4.4	     -77.31301790         0.03760581         1.02330671
4.6	     -77.30244627         0.02136335         0.58132672
4.8	     -77.29398296         0.01002128         0.27269300
5.0	     -77.28758695         0.00279104         0.07594796
5.2	     -77.28165352         0.00132993         0.03618913
5.4	     -77.27625398         0.00336493         0.09156434
5.6	     -77.27241567         0.00256205         0.06971690
5.8	     -77.27016672         0.00273643         0.07446200
6.0	     -77.26894475         0.00370861         0.10091643
6.2	     -77.26885170         0.00613882         0.16704588
6.4	     -77.26862715         0.00724146         0.19705017
6.6	     -77.26842483         0.00799881         0.21765890
6.8	     -77.26820783         0.00879324         0.23927644
7.0	     -77.26803283         0.00938058         0.25525860
7.2	     -77.26791732         0.00965931         0.26284335
7.4	     -77.26782803         0.00980966         0.26693445
7.6	     -77.26774645         0.00988735         0.26904849
7.8	     -77.26766326         0.00990309         0.26947695
8.0	     -77.26756823         0.00985020         0.26803772
9.0	     -77.26732235         0.00977038         0.26586565
10.0	     -77.26786780         0.01094706         0.29788491
11.0	     -77.26957168         0.01373259         0.37368296
12.0	     -77.27016709         0.01460998         0.39755805
