3.8          -77.20385267         0.05893605         1.60373211
4.0          -77.18167016         0.04060102         1.10481034
4.2          -77.16487769         0.00366399         0.09970233
4.4          -77.13076462         0.03688465         1.00368290
4.6          -77.11891409         0.05082918         1.38313291
4.8          -77.11430782         0.05754312         1.56582876
5.0          -77.11313935         0.06036764         1.64268792
5.2          -77.11382881         0.06092553         1.65786879
5.4          -77.11513075         0.06055441         1.64776994
5.6          -77.11549926         0.06087217         1.65641666
5.8          -77.11714749         0.05974708         1.62580156
6.0          -77.11904114         0.05826175         1.58538353
6.2          -77.12162960         0.05599300         1.52364773
6.4          -77.12339562         0.05447716         1.48239960
6.6          -77.12473187         0.05334227         1.45151762
6.8          -77.12588767         0.05234903         1.42449026
7.0          -77.12687795         0.05148871         1.40107962
7.2          -77.12770088         0.05076883         1.38149085
7.4          -77.12842011         0.05013076         1.36412808
7.6          -77.12905626         0.04955627         1.34849535
7.8          -77.12961667         0.04904462         1.33457271
8.0          -77.13008876         0.04860700         1.32266434
9.0          -77.13154768         0.04723331         1.28528427
10.0         -77.13274989         0.04608416         1.25401443
11.0         -77.13504255         0.04384450         1.19307021
12.0         -77.13587312         0.04305530         1.17159474
