0.95        -198.66148536
1.0         -198.78838506
1.05        -198.87948190
1.1         -198.94429494
1.15        -198.98974484
1.2         -199.02086687
1.25        -199.04133726
1.3         -199.05386366
1.35        -199.06046577
1.4         -199.06266845
1.45        -199.06163248
1.5         -199.05824521
1.55        -199.05318677
1.6         -199.04697991
1.65        -199.04002752
1.7         -199.03264057
1.8         -199.01746457
1.9         -199.00275828
2.0         -198.98923995
2.1         -198.97725330
2.2         -198.96690427
2.3         -198.95814763
2.4         -198.95084547
2.5         -198.94481202
2.6         -198.93984889
2.7         -198.93576963
2.8         -198.93241288
2.9         -198.92964573
3.0         -198.92736200
3.1         -198.92547776
3.2         -198.92392465
3.3         -198.92264750
3.4         -198.92160008
