0.95        -198.52031836
1.0         -198.64692402
1.05        -198.73770064
1.1         -198.80223393
1.15        -198.84742360
1.2         -198.87705610
1.25        -198.89688855
1.3         -198.91133360
1.35        -198.91789285
1.4         -198.92118460
1.45        -198.92162056
1.5         -198.91976972
1.55        -198.91662566
1.6         -198.91252377
1.65        -198.90785617
1.7         -198.90292054
1.8         -198.89283889
1.9         -198.88316437
2.0         -198.87424858
2.1         -198.86619145
2.2         -198.85975894
2.3         -198.85415884
2.4         -198.84973992
2.5         -198.84604479
2.6         -198.84327581
2.7         -198.84087829
2.8         -198.83876117
2.9         -198.83718385
3.0         -198.83613797
3.1         -198.83493272
3.2         -198.83415346
3.3         -198.83341915
3.4         -198.83288744
3.5         -198.83243570
4.0         -198.83141595
4.5         -198.83100781
5.0         -198.83076060
5.5         -198.83039758
6.0         -198.83044125
6.5         -198.83014451
7.0         -198.83004427
7.5         -198.82995083
8.0         -198.82986125
8.5         -198.82980806
9.0         -198.82974869
9.5         -198.82969438
10.0        -198.82964545
