0.5       -99.5466894041465
0.55      -99.8027064347029
0.6       -99.9749146467411
0.65      -100.090435780606
0.7       -100.167185104329
0.75      -100.217036198246
0.8       -100.247752307997
0.85      -100.263980640696
0.9       -100.269646541594
0.95      -100.268541539550
1.0       -100.263200676736
1.05      -100.254932786267
1.1       -100.244834668559
1.15      -100.233819542681
1.2       -100.222306848695
1.25      -100.210647071657
1.3       -100.199093361138
1.35      -100.187736667653
1.4       -100.177559606471
1.45      -100.167142234912
1.5       -100.157456999550
1.6       -100.140030812290
1.7       -100.125252516782
1.8       -100.113185616776
1.9       -100.103801408224
2.0       -100.096842617253
2.1       -100.091735671406
2.2       -100.087767132800
2.3       -100.084414580355
2.4       -100.081483403982
2.5       -100.078967148223
2.6       -100.076875571829
2.7       -100.075169057047
2.8       -100.073764654507
2.9       -100.072599281030
3.0       -100.071647565539
3.5       -100.069423653138
4.0       -100.069710517852
4.5       -100.070906649493
5.0       -100.072317778809
5.5       -100.073639584895
6.0       -100.074766765019
6.5       -100.075713325992
7.0       -100.076510963564
7.5       -100.077186032408
8.0       -100.077771498430
8.5       -100.078270539545
9.0       -100.078710977038
9.5       -100.079101478972
10.0      -100.079452715123
10.5      -100.079750324867
11.0      -100.080023984703
11.5      -100.080293295098
12.0      -100.080522573945

